incident_date,city,state,description,plan,citation
12/8/2016,east brunswick,nj,Worker fatally crushed by bailing machine.,unknown,unknown
12/7/2016,richvale,ca,Worker died from head injury after falling inside  rice silo.,unknown,unknown
12/7/2016,roach,mo,Worker struck and killed by truck.,unknown,unknown
12/6/2016,las vegas,nv,Worker fatally crushed between crane and tree.,unknown,unknown
12/6/2016,willington,ct,Worker fatally crushed between two trailer bodies.,unknown,unknown
12/6/2016,garden city,ga,Worker struck and killed by truck.,unknown,unknown
12/6/2016,escalante,ut,Worker fatally assaulted by facility resident.,unknown,unknown
12/5/2016,orange,tx,Worker struck and killed by forklift assembly that fell during repairs.,unknown,unknown
12/5/2016,bunker,wv,Worker killed in fall from billboard.,unknown,unknown
12/5/2016,magnolia,tx,Worker electrocuted by power line while installing cable.,unknown,unknown
12/4/2016,westport,ct,One worker killed and another hospitalized in fall from roof.,unknown,unknown
12/4/2016,redlands,ca,Worker trimming trees died after being engulfed by palm fronds.,unknown,unknown
12/3/2016,albuquerque,nm,Worker delivering pizza struck and killed by motor vehicle.,unknown,unknown
12/3/2016,schenectady,ny,Worker killed in fall from roof.,unknown,unknown
12/1/2016,greely hill,ca,Worker struck and killed by tree branch.,unknown,unknown
12/1/2016,san antonio,tx,Worker died after slipping on kitchen floor and striking head.,unknown,unknown
12/1/2016,cranberry township,pa,Worker hospitalized after fall from roof.,unknown,unknown
12/1/2016,toledo,oh,Worker killed after being caught in lathe.,unknown,unknown
12/1/2016,rochester,ny,Worker struck and killed by safety block.,unknown,unknown
12/1/2016,el paso,tx,Worker died in tank while performing abrasive blasting.,unknown,unknown
11/30/2016,kalispell,mt,Worker fatally crushed by load of trusses.,unknown,unknown
11/30/2016,tacoma,wa,Worker fatally shot while responding to domestic dispute.,unknown,unknown
11/30/2016,dumas,tx,Worker struck and killed by vehicle.,unknown,unknown
11/30/2016,mi 48809,,Worker killed in fall from articulating boom.,unknown,unknown
11/29/2016,san francisco,ca,Worker struck and killed by equipment.,unknown,unknown
11/29/2016,milton,fl,Worker killed after being pulled into cable spool.,unknown,unknown
11/29/2016,santa fe spring,ca,Worker fatally crushed between crane and steel post.,unknown,unknown
11/29/2016,tovey,il,Worker died from exposure to ethylene glycol.,unknown,unknown
11/29/2016,indianapolis,in,Worker struck and killed by motor vehicle.,unknown,unknown
11/29/2016,riverside,ca,Worker fatally crushed between two semi trucks.,unknown,unknown
11/28/2016,alcoa,tn,Worker struck and killed by tree.,unknown,unknown
11/28/2016,billings,mt,Worker fatally crushed by wrecker.,unknown,unknown
11/28/2016,stony brook,ny,Worker killed in fall from tree.,unknown,unknown
11/28/2016,cottondale,al,Worker killed in fall from roof.,unknown,unknown
11/27/2016,cincinnati,oh,Worker electrocuted when ladder contacted power lines.,unknown,unknown
11/26/2016,west greenwich,ri,Worker killed in fall from extension ladder.,unknown,unknown
11/25/2016,monkton,md,Worker killed when utility vehicle flipped over.,unknown,unknown
11/25/2016,roseville,mn,Worker struck and killed by front end loader while plowing snow.,unknown,unknown
11/23/2016,big island,va,Worker killed after falling into pulping machine.,unknown,unknown
11/23/2016,corona,ca,Worker killed in fall from roof.,unknown,unknown
11/23/2016,paterson,nj,Worker killed in fall from roof.,unknown,unknown
11/22/2016,jamaica,ny,Two workers struck and killed by beam that broke free of crane.,unknown,unknown
11/22/2016,westford,ma,Worker struck and killed by snow grooming machine.,unknown,unknown
11/21/2016,orlando,fl,Worker killed when articulating boom flipped.,unknown,unknown
11/21/2016,lancaster,pa,Worker collecting trash struck and killed by motor vehicle.,unknown,unknown
11/21/2016,mc call creek,ms,Worker struck and killed by brake booster.,unknown,unknown
11/21/2016,san francisco,ca,Worker fatally crushed under forklift that fell off ramp.,unknown,unknown
11/19/2016,duxbury,ma,Worker cutting pipe fatally injured by saw.,unknown,unknown
11/18/2016,pequannock,nj,Worker killed in fall from pallet on elevated forklift.,unknown,unknown
11/18/2016,castlewood,va,Worker installing mobile home died when it fell on him.,unknown,unknown
11/18/2016,washington,ia,Worker fatally crushed by tailgate of dump truck.,unknown,unknown
11/18/2016,bloomsburg,pa,Temporary worker struck and killed by baled Christmas tree.,unknown,unknown
11/18/2016,garland,ut,Worker directing traffic struck and killed by motor vehicle.,unknown,unknown
11/17/2016,canton,il,One worker killed and another hospitalized after a gas explosion.,unknown,unknown
11/17/2016,houston,tx,Worker asphyxiated in cargo tank trailer.,unknown,unknown
11/17/2016,great bend,ks,Worker fatally crushed in plastic bottle molding machine.,unknown,unknown
11/17/2016,norwalk,oh,One worker killed and two hospitalized after being struck by semi tractor trailer.,unknown,unknown
11/17/2016,seeley lake,mt,Worker struck and killed by unsecured load of lumber.,unknown,unknown
11/17/2016,tallulah,la,Worker fatqally engulfed by grain in elevator.,unknown,unknown
11/16/2016,farmington,ut,Worker fatally crushed between aerial lift and steel support beam.,unknown,unknown
11/16/2016,nashville,tn,Worker killed in fall from ladder.,unknown,unknown
11/16/2016,smyrna,tn,Worker fatally crushed by machinery.,unknown,unknown
11/16/2016,memphis,tn,Worker was fatally crushed by concrete wall that collapsed during demolition.,unknown,unknown
11/16/2016,downey,ca,Worker struck and killed by forklift.,unknown,unknown
11/15/2016,sunny vale,ca,Worker killed in fall from building under construction.,unknown,unknown
11/15/2016,11226 shannon road tipler wi 54542,wi,Worker fatally crused hydraulic log arm.,unknown,unknown
11/14/2016,gate city,va,Worker struck and killed by felled tree that slid down bank.,unknown,unknown
11/13/2016,oregon,wi,Worker killed when tractor rolled over.,unknown,unknown
11/12/2016,waukegan,il,Worker killed in fall through unguarded skylight.,unknown,unknown
11/11/2016,gloucester,ma,Worker killed in fall on dock and into water.,unknown,unknown
11/11/2016,watford city,nd,Worker collapsed and died after loading production water at oil well site.,unknown,unknown
11/11/2016,oviedo,fl,Worker killed in fall from ladder through window.,unknown,unknown
11/10/2016,mesa,az,Worker fatally crushed between two trucks.,unknown,unknown
11/10/2016,bloomfield hills,mi,Worker killed in fall from tree.,unknown,unknown
11/10/2016,dover,oh,Worker struck and killed by front end loader.,unknown,unknown
11/10/2016,bowling green,ky,Worker killed in fall through hole in roof.,unknown,unknown
11/9/2016,splendora,tx,Worker killed in fall from trailer.,unknown,unknown
11/8/2016,fort worth,tx,Worker killed when fork lift flipped.,unknown,unknown
11/8/2016,san leandro,ca,Worker killed in fall from ladder.,unknown,unknown
11/8/2016,dorchester,ma,Worker killed in fall from roof.,unknown,unknown
11/8/2016,orlando,fl,Worker struck and killed by robotic machine.,unknown,unknown
11/8/2016,sterling,il,One worker was killed and another injured when bucket truck contacted power lines.,unknown,unknown
11/7/2016,york,pa,Worker was fatally crushed by construction pipe.,unknown,unknown
11/7/2016,eau claire,wi,Worker struck and killed by semi-truck.,unknown,unknown
11/7/2016,winnebago,il,Worker electrocuted when aerial lift contacted power line.,unknown,unknown
11/6/2016,annapolis,md,Worker died from carbon monoxide exposure.,unknown,unknown
11/5/2016,arcadia,ca,Worker killed in fall from ladder.,unknown,unknown
11/5/2016,baltimore,md,Worker fatally crushed by bundle of rebar.,unknown,unknown
11/4/2016,rancho mirage,ca,Worker killed in fall from ladder.,unknown,unknown
11/4/2016,port arthur,tx,Worker asphyxiated while cleaning chemical tank trailer.,unknown,unknown
11/4/2016,fort ann,ny,Worker drowned after falling into water when scaffold collapsed.,unknown,unknown
11/4/2016,paramount,ca,Worker fatally injured while welding inside tank.,unknown,unknown
11/4/2016,pontiac,mi,Worker killed in fall from scaffold.,unknown,unknown
11/4/2016,red wing,mn,Worker killed after striking windshield of skid loader.,unknown,unknown
11/3/2016,saint petersburg,fl,Worker killed in fall down stairwell.,unknown,unknown
11/3/2016,cudahy,wi,Worker struck and killed by piece of metal while trying to unjam forging hammer.,unknown,unknown
11/3/2016,batavia,oh,Worker killed in fall from tree.,unknown,unknown
11/3/2016,marlin,wa,Worker died after ATV hit ditch.,unknown,unknown
11/2/2016,savannah,ga,Worker killed in fall from ladder.,unknown,unknown
11/1/2016,idaho falls,id,Worker struck and killed by dump truck.,unknown,unknown
11/1/2016,holland,mi,Worker fatally crushed when gravel shaker flipped over.,unknown,unknown
11/1/2016,pennsboro,wv,Worker struck and killed by falling tree branch.,unknown,unknown
11/1/2016,farmington,nm,Worker fatally crushed by tractor.,unknown,unknown
10/31/2016,fresno,ca,Worker fatally shot when coworker's firearm discharged while being holstered.,unknown,unknown
10/31/2016,rockland,ma,Worker fatally crushed between tractor trailer and loading dock.,unknown,unknown
10/31/2016,helena,al,One worker killed and three severely injured in pipeline explosion.,unknown,unknown
10/31/2016,plantation,fl,Worker killed in fall from aerial lift.,unknown,unknown
10/30/2016,burkville,al,Three workers hospitalized after suffering chemical burns.,unknown,unknown
10/29/2016,norfolk,va,Three workers hospitalized after hose ruptured during hot oil flushing of hydraulic system.,unknown,unknown
10/28/2016,clarkston,mi,Two workers drowned while removing buoys from lake.,unknown,unknown
10/28/2016,cranbury,nj,Worker fatally crushed by equipment being loaded onto flatbed trailer.,unknown,unknown
10/28/2016,pecos,tx,Worker killed after being pulled into loading machine by conveyor belt.,unknown,unknown
10/28/2016,battle creek,mi,Worker struck and killed by man basket.,unknown,unknown
10/27/2016,ghent,ky,Worker struck and killed by forklift.,unknown,unknown
10/26/2016,west chicago,il,Worker killed in fall from tanker.,unknown,unknown
10/26/2016,ramsey,nj,Worker struck and killed by falling tree limb.,unknown,unknown
10/26/2016,halifax,va,Worker struck and killed by tree limb.,unknown,unknown
10/26/2016,mount pleasant mills,pa,Worker struck and killed by log that fell from forklift.,unknown,unknown
10/26/2016,brooklyn,ny,Worker drowned in water channel.,unknown,unknown
10/25/2016,mckinney,tx,Worker in bucket truck electrocuted after contacting power lines.,unknown,unknown
10/25/2016,coraopolis,pa,Worker killed in fall from ladder.,unknown,unknown
10/25/2016,blaine,mn,Worker struck and killed by large tubing during unloading.,unknown,unknown
10/25/2016,houston,tx,Worker fatally crushed when truck jumped off automotive lift.,unknown,unknown
10/25/2016,las vegas,nv,Worker fatally crushed under all-terrain spreader.,unknown,unknown
10/25/2016,rifle,co,Worker struck and killed by skid.,unknown,unknown
10/24/2016,hollywood,fl,One worker killed in fall and another hospitalized when scaffold collapsed.,unknown,unknown
10/24/2016,wallace,ne,Worker struck and killed by bulkhead tube.,unknown,unknown
10/24/2016,covington,tn,Worker struck and killed by cotton bale loader.,unknown,unknown
10/24/2016,lowell,ma,Worker killed in fall from ladder.,unknown,unknown
10/24/2016,waco,ga,Worker killed in trench collapse.,unknown,unknown
10/22/2016,belding,mi,Worker on crate changing light bulb killed in fall.,unknown,unknown
10/22/2016,pecos,tx,Worker struck and killed by pipe.,unknown,unknown
10/22/2016,shoreham,ny,Worker hooking vehicle to tow truck struck and killed by another vehicle.,unknown,unknown
10/21/2016,jackson,tn,Worker struck and killed by forklift.,unknown,unknown
10/21/2016,warren,mi,Worker fatally crushed while backing up a boom-type aerial lift.,unknown,unknown
10/21/2016,galveston,tx,Worker killed when track-hoe fell over and cab filled with grout.,unknown,unknown
10/21/2016,madera,ca,Worker struck and killed by motor vehicle.,unknown,unknown
10/21/2016,fort bliss,tx,Worker died after falling and striking head on ground.,unknown,unknown
10/20/2016,urania,la,Worker killed in fall from aerial lift.,unknown,unknown
10/20/2016,wooster,oh,Worker killed in fall inside silo.,unknown,unknown
10/20/2016,christiana,tn,Worker struck and killed by motor vehicle.,unknown,unknown
10/19/2016,fleetwood,pa,Worker electocuted by transformer.,unknown,unknown
10/19/2016,booneville,ms,Worker fatally crushed between arm amd frame of pipe stacker machine.,unknown,unknown
10/19/2016,scotia,ny,Two workers killed and another hospitalized following explosion at asphalt site.,unknown,unknown
10/18/2016,shreveport,la,Worker struck and killed by dump truck.,unknown,unknown
10/18/2016,milwaukee,wi,Worker killed in fall from ladder.,unknown,unknown
10/18/2016,greenwich,ny,Worker fatally crushed by metal box that fell from forklift.,unknown,unknown
10/18/2016,deerfield beach,fl,Worker cleaning debris on shoulder of road struck and killed by vehicle.,unknown,unknown
10/18/2016,castroville,ca,Worker fatally crushed between tractor and harvest machine.,unknown,unknown
10/17/2016,jefferson city,mo,Worker fatally crushed between arm and side of pumper truck.,unknown,unknown
10/17/2016,glasgow,ky,Worker fatally trampled by cow.,unknown,unknown
10/17/2016,frankfort,ky,Worker electrocuted while servicing mold machine.,unknown,unknown
10/17/2016,knoxville,tn,Worker fatally injured in explosion while repairing trailer lights.,unknown,unknown
10/17/2016,imlay city,mi,Worker fatally crushed between trash bin and compactor.,unknown,unknown
10/17/2016,seymour,in,Worker struck and killed by tree limb.,unknown,unknown
10/17/2016,los gatos,ca,Worker died after being struck by resident.,unknown,unknown
10/16/2016,bishop,tx,Worker struck and killed by load that fell from truck.,unknown,unknown
10/16/2016,kennesaw,ga,Worker killed in fall from trailer.,unknown,unknown
10/15/2016,fair lawn,nj,Worker killed in fall from roof.,unknown,unknown
10/14/2016,livingston,ca,Worker killed in fall from roof.,unknown,unknown
10/14/2016,frankfort,ky,Worker struck and killed by part of mold machine.,unknown,unknown
10/14/2016,homestead,fl,Worker struck and killed by front end loader.,unknown,unknown
10/14/2016,teterboro,nj,Worker killed in fall from roof.,unknown,unknown
10/13/2016,buchanan,mi,Worker died after slipping and falling.,unknown,unknown
10/13/2016,utica,ky,Worker fatally crushed between two trucks.,unknown,unknown
10/13/2016,merrick,ny,Worker killed in fall from scaffold.,unknown,unknown
10/12/2016,glen dale,wv,Worker killed in fall through roof.,unknown,unknown
10/12/2016,hobart,in,Worker performing paving operations struck and killed by motor vehicle.,unknown,unknown
10/12/2016,alta,ut,Worker killed when mini excavator rolled over.,unknown,unknown
10/12/2016,memphis,tn,Worker struck and killed by tree limb.,unknown,unknown
10/11/2016,silver spring,md,Worker killed in fall from ladder.,unknown,unknown
10/11/2016,phoenix,az,Worker on loading dock struck and killed by semi-truck.,unknown,unknown
10/11/2016,williamson,ga,Worker fatally crushed by paving truck.,unknown,unknown
10/11/2016,bensalem,pa,Worker killed when freestanding masonry block wall collapsed.,unknown,unknown
10/11/2016,amsterdam,ny,Worker killed in fall from roof.,unknown,unknown
10/11/2016,brooklyn,ny,Worker struck and killed by hook that broke off crawler drill.,unknown,unknown
10/10/2016,council bluffs,ia,Worker killed when enthanol ignited during transfer to tanker.,unknown,unknown
10/10/2016,ormond beach,fl,Worker fatally crushed by rolling tree trunk.,unknown,unknown
10/10/2016,fort lauderdale,fl,Worker operating golf cart struck and killed by tractor trailer.,unknown,unknown
10/8/2016,alvarado,mn,Worker killed in trench collapse.,unknown,unknown
10/8/2016,kingsland,tx,Worker repairing a concrete culvert fell into lake and drowned.,unknown,unknown
10/8/2016,sidney,mt,Worker killed in fall from outrigger.,unknown,unknown
10/8/2016,kilgore,nm,Worker struck and killed by well casing.,unknown,unknown
10/8/2016,san diego,ca,Worker struck and killed by semi-truck.,unknown,unknown
10/7/2016,saratoga springs,ut,Worker died after being buried in fill dirt at excavation site.,unknown,unknown
10/7/2016,plymouth,mn,Worker killed in fall from roof.,unknown,unknown
10/6/2016,des moines,ia,Worker killed in fall from ladder.,unknown,unknown
10/6/2016,ronkonkoma,ny,Worker struck and killed by payloader.,unknown,unknown
10/6/2016,monroe,la,Worker died of carbon monoxide exposure from jackhammer.,unknown,unknown
10/6/2016,covington,va,Worker was struck and killed by door.,unknown,unknown
10/5/2016,jacksonville,fl,Worker killed in fall through ceiling.,unknown,unknown
10/5/2016,point comfort,tx,Six workers severely injured from chlorine inhalation when tubing became disconnected.,unknown,unknown
10/5/2016,gates,tn,Worker killed in trench collapse.,unknown,unknown
10/5/2016,saint george,ut,Worker struck and killed by glass load.,unknown,unknown
10/5/2016,rock lin,ca,Worker fatally crushed when trailer rolled off block.,unknown,unknown
10/5/2016,gonzales,tx,Five workers servicing well head hospitalized after being severely injured by flash fire.,unknown,unknown
10/4/2016,houston,tx,Worker fatally crushed by vehicle during servicing.,unknown,unknown
10/3/2016,greensboro,ga,Worker fatally crushed when sprayer overtuned.,unknown,unknown
10/3/2016,park forest,il,Worker struck and killed by pipes that fell from truckbed during unloading.,unknown,unknown
10/3/2016,glendale,az,Worker electrocuted while installing grounding wire through switch box.,unknown,unknown
10/3/2016,sacramento,ca,Worker fatally crushed between trash dumpsters.,unknown,unknown
10/3/2016,houston,tx,Worker killed in fall from scaffold.,unknown,unknown
10/3/2016,waxahachie,tx,Two workers on side of road struck and killed by tractor trailer truck.,unknown,unknown
10/3/2016,schoolcraft,mi,Worker trimming tree akilled in fall.,unknown,unknown
10/3/2016,houston,tx,Worker struck and killed by vehicle.,unknown,unknown
10/3/2016,louisville,ky,Worker struck and killed bymotor vehicle.,unknown,unknown
9/30/2016,american fork,ut,Worker killed in trench collapse.,unknown,unknown
9/29/2016,shelby,mi,Worker worker struck and killed by falling bushel bins.,unknown,unknown
9/26/2016,hendersonville,tn,Worker killed in fall through window opening.,unknown,unknown
9/26/2016,nespelem,wa,Worker struck and killed by tree top.,unknown,unknown
9/26/2016,francesville,in,Killed in grain elevator explosion.,unknown,unknown
9/23/2016,san bernardino,ca,Worker killed in fall from ladder.,unknown,unknown
9/22/2016,lesueur,mn,Worker killed in fall from top of waste tanker.,unknown,unknown
9/17/2016,woodside,ca,Worker fatally crushed when lift tipped off curb.,unknown,unknown
9/15/2016,waterloo,ia,Worker died after being struck by chain.,unknown,unknown
9/14/2016,habra heights,ca,Worker killed in fall from scaffold.,unknown,unknown
9/2/2016,alamogordo,nm,Worker fatally shot by suspect during foot pursuit.,unknown,unknown
8/23/2016,chino,ca,Worker killed in fall from scaffold.,unknown,unknown
8/16/2016,ann arbor,mi,Worker died in fall from roof.,unknown,unknown
7/19/2016,west bloomfield,mi,Worker killed in fall through stair hole.,unknown,unknown
6/27/2016,torreon,nm,Worker died from hantavirus after being exposed to mouse droppings while cleaning cabins.,unknown,unknown
5/24/2016,morganfield,ky,Worker struck and killed by falling tree.,unknown,unknown
