incident_date,city,state,description,plan,citation
6/16/2016,alliance,OH,Worker fatally crushed by cab of rolling tractor trailer.,unknown,unknown
6/16/2016,corpus christi,TX,Worler fatally crushed by concrete slab.,unknown,unknown
6/15/2016,bonita springs,FL,Worker fatally crushed by lift arm of skid-steer loader.,unknown,unknown
6/15/2016,independence,VA,Worker struck and killed by loader.,unknown,unknown
6/15/2016,modesto,CA,Worker fatally crushed by loading dock plate.,unknown,unknown
6/15/2016,washington township,OH,Worker killed in trench collapse.,unknown,unknown
6/15/2016,gary,IN,Worker electrocuted.,unknown,unknown
6/15/2016,san antonio,TX,Worker killed in fall from bridge.,unknown,unknown
6/14/2016,genoa,IL,Worker fatally crushed when milk trailer tipped over.,unknown,unknown
6/14/2016,mosinee,WI,Worker fatally crushed by overhead crane.,unknown,unknown
6/14/2016,wahpeton,ND,Worker fatally crushed between dumpster and wall.,unknown,unknown
6/14/2016,terrell,TX,Worker electrocuted while installing air conditioner.,unknown,unknown
6/14/2016,amarillo,TX,Worker holding hostages in store at gunpoint fatally shot by police.,unknown,unknown
6/13/2016,brunswick,GA,Worker killed in fall through skylight.,unknown,unknown
6/13/2016,tulsa,OK,Worker electrocuted by power distribution line.,unknown,unknown
6/13/2016,myakka city,FL,Worker electrocuted by lightning strike.,unknown,unknown
6/13/2016,scottsdale,AZ,Worker struck and killed by vehicle while removing highway construction barricades.,unknown,unknown
6/13/2016,cottage grove,MN,Worker struck and killed by falling tree.,unknown,unknown
6/13/2016,parrish,AL,Worker killed when crane tipped over.,unknown,unknown
6/13/2016,south st. paul,MN,Worker killed in trench collapse.,unknown,unknown
6/12/2016,zanesville,OH,Worker fixing a brake on truck fatally crushed when jack gave way.,unknown,unknown
6/12/2016,arlington,TX,Worker installing decking killed in fall from roof.,unknown,unknown
6/11/2016,albuquerque,NM,Worker died from burns caused by superheated oil.,unknown,unknown
6/11/2016,auburndale,FL,Worker electrocuted by power lines under mobile home.,unknown,unknown
6/10/2016,nunda,NY,Worker killed in fall from hot air balloon.,unknown,unknown
6/10/2016,huntingdon,TN,Worker died after tripping and hitting head.,unknown,unknown
6/9/2016,lemmon,AZ,Worker killed in fall from communication tower.,unknown,unknown
6/9/2016,wilton,CT,Worker electrocuted when boom truck came in contact with transmission line.,unknown,unknown
6/9/2016,cedar lake,IN,Worker struck and killed by wire while mowing grass along interstate.,unknown,unknown
6/9/2016,decatur,GA,Worker electrocuted by air conditioner unit.,unknown,unknown
6/7/2016,altoona,IA,Worker killed in fall from raft.,unknown,unknown
6/7/2016,biddleford,ME,Worker killed in fall from bulding under construction.,unknown,unknown
6/7/2016,reedsville,WV,Worker killed in trench collapse.,unknown,unknown
6/7/2016,fairmont,NC,Worker drowned while constructing dock in pond.,unknown,unknown
6/7/2016,sparks,Nevada,Worker fatally crushed by hay press.,unknown,unknown
6/7/2016,san antonio,TX,Worker killed in fall from roof.,unknown,unknown
6/6/2016,allentown,PA,Worker killed in fall from roof.,unknown,unknown
6/6/2016,fort collins,CO,Worker killed in fall through skylight.,unknown,unknown
6/6/2016,zellwood,FL,Worker fatally crushed by falling pallets.,unknown,unknown
6/6/2016,ronan,MT,Worker struck and killed by falling tree.,unknown,unknown
6/5/2016,cape coral,FL,Worler fatally shot by assailant.,unknown,unknown
6/4/2016,benson,AZ,Worker operating tow truck struck and killed by vehicle.,unknown,unknown
6/4/2016,bronx,NY,Workerd stuck and killed by merchandise rack that collapsed.,unknown,unknown
6/4/2016,danbury,CT,Worker killed in fall from roof.,unknown,unknown
6/3/2016,walnut,CA,Worker killed in fall from roof.,unknown,unknown
6/3/2016,woodville,TX,Worker struck and killed by knockout tool ejected from die press.,unknown,unknown
6/3/2016,snohomish,WA,Worker struck and killed by refuse truck.,unknown,unknown
6/3/2016,aurora,OH,Worker struck and killed by valve that blew off pressurized cylinder.,unknown,unknown
6/3/2016,brookshire,TX,Worker killed in fall from I-beam.,unknown,unknown
6/3/2016,leawood,KS,Worker killed in fall from ladder on scaffold.,unknown,unknown
6/3/2016,oregon,OH,Worker fatally crushed between pipe and counter weight of excavator.,unknown,unknown
6/2/2016,vadnais heights,MN,Worker killed in fall from back of garbage truck.,unknown,unknown
6/1/2016,orange beach,AL,Worker on roof died from heat stress.,unknown,unknown
6/1/2016,los angeles,CA,Worker fatally shot by former graduate student.,unknown,unknown
5/31/2016,daydona beach,FL,One worker died and another was hospitalized following a motor vehicle collision.,unknown,unknown
5/31/2016,east hampton,NY,Worker killed in fall from roof.,unknown,unknown
5/31/2016,napa,CA,Worker struck and killed by falling beam while breaking down stage.,unknown,unknown
5/30/2016,bartow,FL,Five workers hospitalized after exposure to carbon monoxide and chemicals while cleaning restaurant kitchen.,unknown,unknown
5/30/2016,boca raton,FL,Worler drowned when lawn mower flipped over into lake.,unknown,unknown
5/28/2016,naples,FL,Worker on roof died after being struck by lightning.,unknown,unknown
5/27/2016,richmond,VA,Worker fatally crushed under forklift.,unknown,unknown
5/27/2016,lawrenceburg,IN,Worker drowned after being pinned under water beneath tractor.,unknown,unknown
5/26/2016,bloomington,TX,Worker fatally crushed between trailer bed and table.,unknown,unknown
5/26/2016,seagoville,TX,Four workers hospitalized after receiving arc flash burns from electrical panel.,unknown,unknown
5/25/2016,houston,TX,Worker killed in fall from ladder.,unknown,unknown
5/25/2016,syracuse,NY,Worker struck and killed by steel container that fell from truck bed.,unknown,unknown
5/24/2016,timberlake,NC,Worker died after falling through tin roof onto vertical rod.,unknown,unknown
5/24/2016,londonderry,NH,Worker perfoming maintenance on home heating system fatally shot by resident.,unknown,unknown
5/24/2016,oklahoma city,OK,Worker electrocuted while in crawl space upgrading lighting system.,unknown,unknown
5/24/2016,new holstein,WI,Worker trimming a tree electrocuted by power lines.,unknown,unknown
5/24/2016,west liberty,KY,Worker killed in fall from communications tower.,unknown,unknown
5/24/2016,montgomery,AL,Worker died after being impaled by forklift.,unknown,unknown
5/24/2016,phillipston,MA,Worker struck and killed by bulldozer.,unknown,unknown
5/23/2016,riverville,VA,Worker struck and killed by bale of cardboard that fell from rear of trailer.,unknown,unknown
5/23/2016,beaufort,NC,Worker killed in fall from roof.,unknown,unknown
5/23/2016,east longmeadow,MA,Worker mowing lawn struck and killed by falling tree limb.,unknown,unknown
5/23/2016,harrodsburg,KY,Worker installing cable struck and killed by motor vehicle.,unknown,unknown
5/23/2016,jelm,WY,Worker struck and killed by drill pipe.,unknown,unknown
5/23/2016,rochelle,IL,Worker struck and killed by the truck backing up to dump soil.,unknown,unknown
5/22/2016,whitinsville,MA,Worker struck and killed by vehicle.,unknown,unknown
5/21/2016,houston,TX,Worker repairing median wall struck and killed by motor vehicle.,unknown,unknown
5/20/2016,suwanee,GA,Worker killed in fall from roof.,unknown,unknown
5/20/2016,fort worth,TX,Worker painting inside aircraft hangar killed in fall from ladder.,unknown,unknown
5/20/2016,cumming,GA,Worker killed in fall from scaffold.,unknown,unknown
5/20/2016,watertown,SD,Worker killed in fall from raised platform.,unknown,unknown
5/20/2016,shreveport,LA,Worker fatally crushed between lift basket and pipe rack.,unknown,unknown
5/19/2016,york springs,PA,Woker killed in fall from ladder.,unknown,unknown
5/19/2016,snohomish,WA,Worker fataly crushed between arm and cab of excavator.,unknown,unknown
5/19/2016,pine bluff,AR,Worker struck and killed by load of conduit that fell from forklift skid.,unknown,unknown
5/19/2016,lumberton,NC,Worker dismantling lane closure struck and killed by motor vehicle.,unknown,unknown
5/18/2016,decatur,IL,Worker struck and killed by mill top.,unknown,unknown
5/18/2016,west point,NE,Worker died after being engulfed by grain in storage bin.,unknown,unknown
5/18/2016,robbinsville,NC,Worker killed when riding lawn mower fell off embankment.,unknown,unknown
5/17/2016,north bend,OH,Worker struck and killed by shackle that broke while pulling excavator from mud.,unknown,unknown
5/17/2016,myakka city,FL,Worker died from heat stress while picking tomatoes.,unknown,unknown
5/17/2016,coral gables,FL,Worker trimming tree killed in fall from ladder.,unknown,unknown
5/16/2016,wilmington,DE,Worker setting up traffic cones struck and killed by passing vehicle.,unknown,unknown
5/16/2016,issaquah,WA,Worker killed in fall from scaffold.,unknown,unknown
5/16/2016,wadesboro,NC,Worker electrocuted when boom truck contacted power line.,unknown,unknown
5/16/2016,bartlett,IL,Worker killed in fall from top of asphalt tank.,unknown,unknown
5/15/2016,lynnwood,WA,Worker killed in fall from warehouse mezzanine.,unknown,unknown
5/14/2016,seattle,WA,Worker electrocuted while pulling wire on refurbished fishing vessel.,unknown,unknown
5/13/2016,san francisco,CA,Worker unloading material fatally crushed between basket and beam.,unknown,unknown
5/13/2016,san antonio,TX,Worker struck and killed by auger.,unknown,unknown
5/13/2016,hastings,FL,Worker flagging traffic struck and killed by construction site sweeper.,unknown,unknown
5/13/2016,holden,UT,Woker fatally crushed between hay bale and pre-slicer.,unknown,unknown
5/11/2016,cypress,TX,Worker killed in fall from wooden box elevated by forklift.,unknown,unknown
5/11/2016,beaumont,TX,Worker struck and killed by pipe.,unknown,unknown
5/11/2016,rowlett,TX,Worker killed when forklift overturned.,unknown,unknown
5/11/2016,lutz,FL,Worker struck and killed by motor vehicle.,unknown,unknown
5/10/2016,azle,TX,Worker repairing telecommunication line killed in fall.,unknown,unknown
5/10/2016,knoxville,TN,Worker fatally crushed under pallet of bags filled with furnace sand.,unknown,unknown
5/10/2016,saginaw,TX,Worker struck and killed by metal bar.,unknown,unknown
5/10/2016,noble,LA,Worker electrocuted when digger truck made contact with power line.,unknown,unknown
5/10/2016,snowbird,UT,Worker killed when ATV fell off embankment into creek.,unknown,unknown
5/10/2016,pineville,LA,Worker on construction job site died from heat stress.,unknown,unknown
5/9/2016,wv 24931,,Worker fatally crushed between truck and trailer.,unknown,unknown
5/9/2016,columbus,MS,Worker struck and killed by falling roller from portable wood chipper.,unknown,unknown
5/8/2016,weston,WV,Worker struck and killed by unknown object while operating chain saw.,unknown,unknown
5/7/2016,lakewood,CO,Worker struck and killed by a truck,unknown,unknown
5/7/2016,shaw,MS,Worker struck and killed by flatbed truck.,unknown,unknown
5/6/2016,houston,TX,Worker fatally crushed after becoming pinned underneath saw machine.,unknown,unknown
5/6/2016,elliott,MS,Worker killed when clothing got caught in rotating sprocket of table saw.,unknown,unknown
5/6/2016,detroit,MI,Worker killed in fall from roof.,unknown,unknown
5/6/2016,san antonio,TX,Worker killed in fall from roof.,unknown,unknown
5/5/2016,indian head park,IL,Worker killed in fall from roof.,unknown,unknown
5/5/2016,jeffersonville,NY,Worker struck and killed by tailgate of dump truck.,unknown,unknown
5/5/2016,tallahasse,FL,Worker killed in fall from roof.,unknown,unknown
5/5/2016,kilgore,TX,One worker electrocuted and another seriously injured when dump truck contacted a power line.,unknown,unknown
5/5/2016,west des moines,IA,Worker fatally crushed between mower and trailer.,unknown,unknown
5/5/2016,ridgecrest,CA,Worker killed in fall from cherry picker.,unknown,unknown
5/5/2016,bridgeview,IL,Worker fatally crushed by pallets.,unknown,unknown
5/4/2016,guilderland,NY,Worker fatally injured by wood chipper.,unknown,unknown
5/4/2016,branson,MO,Worker fatally crushed between cherry picker and steel beam.,unknown,unknown
5/4/2016,lexington,KY,Worker installing drainage pipe killed in trench collapse.,unknown,unknown
5/4/2016,neenah,WI,Worker killed in fall from ladder jack scaffold.,unknown,unknown
5/4/2016,bear valley springs,CA,Worker struck and killed by falling tree.,unknown,unknown
5/3/2016,bloomingburg,NY,Worker killed in fall from ladder.,unknown,unknown
5/3/2016,boise,ID,Two workers killed and another severely injured in sewer line trench collapse.,unknown,unknown
5/3/2016,marthasville,MO,Worker electrocted by energized power cord.,unknown,unknown
5/3/2016,rancho cucamonga,CA,Worker killed in fall.,unknown,unknown
5/2/2016,new york,NY,Worker cleaning windows killed in fall.,unknown,unknown
5/2/2016,flower mound,TX,Worker struck and killed by vehicle.,unknown,unknown
5/2/2016,carteret,NJ,Worker killed after becoming caught in conveyer belt.,unknown,unknown
5/2/2016,denver,IA,Worker struck and killed by falling cement wall during excavation.,unknown,unknown
5/1/2016,starke,FL,Worker died from chemical exposure in hexane processing area.,unknown,unknown
4/30/2016,dallas,TX,Worker killed in fall from ladder.,unknown,unknown
4/30/2016,finley,ND,Worker in silo filled with ground wood chips struck and killed by mechanical unloader.,unknown,unknown
4/29/2016,pompano beach,FL,Worker struck and killed by vehicle.,unknown,unknown
4/29/2016,maryville,IL,Worker killed in explosion when tiller struck gas main.,unknown,unknown
4/29/2016,woodburn,IN,Worker pulling forklift with tractor killed when vehicle flipped over.,unknown,unknown
4/29/2016,salem,FL,Worker struck and killed by vehicle.,unknown,unknown
4/29/2016,ridott,IL,Worker performing demolition operations killed in fall.,unknown,unknown
4/29/2016,eagle lake,TX,Worker struck and killed by truck bed.,unknown,unknown
4/28/2016,miami,FL,Worker fatally crushed by hydraulics arm of garbage truck.,unknown,unknown
4/28/2016,bridgeton,NJ,Worker killed in fall from forklift.,unknown,unknown
4/28/2016,princeton,WV,Worker fatally shot during robbery.,unknown,unknown
4/28/2016,rockford,IL,Worker struck and killed by load from dump truck.,unknown,unknown
4/27/2016,saginaw,MI,Worker killed in fall from scaffold.,unknown,unknown
4/27/2016,destin,FL,Worker electrocuted while performing maintenance on pump.,unknown,unknown
4/27/2016,cary,NC,Worker unloading a carpet pad died after slipping and striking head.,unknown,unknown
4/27/2016,somerset,KY,Worker directing traffic struck and killed by motor vehicle.,unknown,unknown
4/27/2016,university park,IL,Worker died from chemical exposure while refinishing bathtub.,unknown,unknown
4/27/2016,scottsdale,AZ,Worker killed in fall from roof,unknown,unknown
4/26/2016,east jordan,MI,Worker killed after falling into large mix tank.,unknown,unknown
4/26/2016,montgomery,AL,Worker died from head trauma.,unknown,unknown
4/26/2016,detroit,MI,Worker washing out tanker died from exposure to sodium sulfate fumes.,unknown,unknown
4/26/2016,porter,TX,Worker killed in fire caused when car struck pump truck.,unknown,unknown
4/26/2016,dallas,TX,Worker struck and killed by falling bucket and boom arm of excavator.,unknown,unknown
4/25/2016,fort lauderdale,FL,Worker trimming tree electrocuted when saw contacted powerline.,unknown,unknown
4/25/2016,san antonio,TX,Worker framing roof died from heat exposure.,unknown,unknown
4/25/2016,marion,IN,Worker killed in fall fom ladder.,unknown,unknown
4/23/2016,romeo,MI,Worker killed in fall from roof.,unknown,unknown
4/23/2016,lubbock,TX,Worker replacing pipe and sprinkler head killed in fall.,unknown,unknown
4/23/2016,cynthiana,KY,Worker killed in fall from tree.,unknown,unknown
4/22/2016,davis,OK,Two workers died in confined space of manhole at waste water treatment facility.,unknown,unknown
4/22/2016,arlington,TX,Worker cleaning two buses fatally crushed between them.,unknown,unknown
4/22/2016,san francisco,CA,Worker electrocuted while performing electrical work in basement.,unknown,unknown
4/21/2016,new york,NY,Worker struck and killed by falling scaffold plank.,unknown,unknown
4/21/2016,jersey city,NJ,Worker at marine terminal struck and killed by passing container chassis.,unknown,unknown
4/21/2016,pike road,AL,Worker fatally crushed when boom crane arm collapsed.,unknown,unknown
4/21/2016,houston,TX,Worker killed in fall from roof of apartment building.,unknown,unknown
4/20/2016,santa fe,NM,Worker killed when excavator overturned during overpass demolition.,unknown,unknown
4/20/2016,tama,IA,Slaughter house worker killed when arm became caught in hide removing machinery.,unknown,unknown
4/20/2016,jersey city,NJ,Worker killed in fall down elevator shaft.,unknown,unknown
4/19/2016,chesapeake,VA,Worker struck and killed wheeled gantry crane.,unknown,unknown
4/19/2016,houston,TX,Worker drowned when tug boat capsized.,unknown,unknown
4/19/2016,kingman,AZ,Worker fatally crushed by tire.,unknown,unknown
4/19/2016,phoenix,AZ,Worker struck and killed by truck at loading dock.,unknown,unknown
4/18/2016,whick,KY,Worker cutting tree branch electrocuted when saw contacted overhead power line.,unknown,unknown
4/18/2016,racine,WI,Worker killed in fall from roof.,unknown,unknown
4/18/2016,middle village,NY,Worker killed in fall from roof.,unknown,unknown
4/18/2016,trenton,NJ,Worker performing crossing guard duties stuck and killed by vehicle.,unknown,unknown
4/17/2016,chowchilla,CA,Worker fatally crushed between tree branch tractor.,unknown,unknown
4/17/2016,pompano beach,FL,Worker killed in fall from ladder.,unknown,unknown
4/16/2016,phoenix,AZ,Worker fatally stung by bees.,unknown,unknown
4/16/2016,blythebille,AR,Worker struck and killed by bolt that fell from crane.,unknown,unknown
4/16/2016,dolton,IL,Worker struck and killed by tree limb.,unknown,unknown
4/16/2016,cheyenne,WY,Worker killed when ATV flipped over.,unknown,unknown
4/15/2016,elizabeth,NJ,Worker fatally crushed between forklift and box truck.,unknown,unknown
4/15/2016,bellevue,WA,Worker drowned in grease pit.,unknown,unknown
4/15/2016,west palm beach,FL,Zoo worker died after being attacked by tiger.,unknown,unknown
4/14/2016,greensburg,PA,Worker riding lawn mower died after becoming caught in chain suspended between two trees.,unknown,unknown
4/14/2016,patuxent river,MD,Worker killed in fall from ladder.,unknown,unknown
4/14/2016,lincoln,NE,Worker stuck and killed by wall knocked over by skid steer.,unknown,unknown
4/14/2016,north franklin,CT,Worker fatally crushed by industrial overhead garage door.,unknown,unknown
4/14/2016,tabernacle,NJ,Worker struck nd killed by seed planter attached to tractor.,unknown,unknown
4/13/2016,chino,CA,Worker picking up safety cones struck and killed by motor vehicle.,unknown,unknown
4/13/2016,lehigh acres,FL,Worker died after falling into cement mixer.,unknown,unknown
4/13/2016,lumber city,GA,Worker struck and killed by materials handling industrial vehicle.,unknown,unknown
4/12/2016,woodsboro,TX,Worker killed in gas pipeline explosion.,unknown,unknown
4/12/2016,danville,VA,Worker died after falling into vat of boiling water and oil.,unknown,unknown
4/12/2016,saint helena,CA,Worker drowned in reservoir next to vineyard.,unknown,unknown
4/12/2016,san antonio,TX,Worker fatally crushed by garbage truck trash compactor.,unknown,unknown
4/12/2016,woodsboro,TX,Worker killed in gas pipeline explosion.,unknown,unknown
4/11/2016,darien,CT,Worker killed in fall from ladder jack scaffold.,unknown,unknown
4/11/2016,chicago,IL,Worker killed when clothing got caught-in conveyor system.,unknown,unknown
4/11/2016,milwaukee,WI,Worker killed when scissors lift fell over.,unknown,unknown
4/11/2016,muscle shoals,AL,Worker electrocuteed while performing maintenance on main lead and switch gear.,unknown,unknown
4/11/2016,fort wayne,IN,Worker struck and killed by semi-trailer.,unknown,unknown
4/10/2016,lilburn,GA,Worker fatally shot by alleged shoplifter.,unknown,unknown
4/9/2016,tampa,FL,Worker in trench struck and killed by falling highway perimeter wall.,unknown,unknown
4/8/2016,wellsville,PA,Worker killed in fall from roof.,unknown,unknown
4/8/2016,spring,TX,Worker killed in fall through opening in floor of apartment building under construction.,unknown,unknown
4/8/2016,north huntingdon,PA,Worker killed in fall down stairwell.,unknown,unknown
4/8/2016,rockwall,TX,Worker fatally crushed between two trucks.,unknown,unknown
4/8/2016,grand praire,TX,Worker fatally crushed by press machine.,unknown,unknown
4/7/2016,panama city,FL,Worker drowned while testing diving equipment.,unknown,unknown
4/7/2016,leominster,MA,Worker killed in fall from bucket lift struck by tree.,unknown,unknown
4/7/2016,fulton,MO,Worker struck and killed by truck.,unknown,unknown
4/7/2016,moscow,TX,Worker struck and killed by mast of the forklift.,unknown,unknown
4/7/2016,dallas,TX,Worker installing ducting in attic of residence electrocuted when metal box contacted wiring.,unknown,unknown
4/6/2016,chesapeake,VA,Worker cleaning chimney killed in fall from ladder.,unknown,unknown
4/6/2016,miami,FL,Worker struck and killed by gondola car that fell from amusement park ride.,unknown,unknown
4/5/2016,amite,LA,Worker fatally crushed when riding lawn mower overturned.,unknown,unknown
4/5/2016,boss,MO,Worker struck and killed by falling tree.,unknown,unknown
4/5/2016,des plaines,IL,Worker struck and killed by falling beam during bridge demolition.,unknown,unknown
4/4/2016,lancaster,OH,Worker performing maintenance in ceramic tank killed when ceiling collapsed.,unknown,unknown
4/4/2016,yatahey,NM,Worker killed in fall from concrete form for river drainage under highway.,unknown,unknown
4/4/2016,talladega,AL,Worker struck and killed by forklift.,unknown,unknown
4/3/2016,odessa,TX,Woker killed in fall onto conveyer transfering sand from rail car to truck.,unknown,unknown
4/2/2016,cartersville,GA,Worker killed after becoming caught in machine rollers.,unknown,unknown
4/1/2016,little rock,AR,Worker killed when lawn tractor rolled over on sloped embankment.,unknown,unknown
3/31/2016,north port,FL,Worker marking the road stuck and killed by dump truck.,unknown,unknown
3/31/2016,danville,VA,Worker fatally crushed between wall and pallet.,unknown,unknown
3/29/2016,teaneck,NJ,Worker killed in fall from roof.,unknown,unknown
3/29/2016,mentor,OH,Worker relocating water pipe killed in trench collapse.,unknown,unknown
3/29/2016,manassas,VA,Worker struck and killed by collapsing storage racks.,unknown,unknown
3/29/2016,houston,TX,Employee died from multiple gunshot wounds.,unknown,unknown
3/28/2016,mt. pleasant,IA,Worker fell into river and drowned.,unknown,unknown
3/28/2016,murfreesboro,TN,Worker killed in fall from window.,unknown,unknown
3/28/2016,south bay,FL,Worker drowned when tractor fell into canal.,unknown,unknown
3/28/2016,san diego,CA,Worker killed in fall on concrete.,unknown,unknown
3/25/2016,opp,AL,Worker killed when forklift fell off dock.,unknown,unknown
3/25/2016,vallejo,CA,Worker fatally crushed between buidling and forklift.,unknown,unknown
3/24/2016,london,TN,Worker killed in fall from ladder.,unknown,unknown
3/24/2016,woodbridge,VA,Worker performing road flagging operations struck and killed by motor vehicle.,unknown,unknown
3/24/2016,springfield,MO,Worker killed in fall from box elevated by forklift.,unknown,unknown
3/23/2016,greenville,AL,Worker loading tow truck struck and killed by motor vehicle.,unknown,unknown
3/23/2016,somers,CT,Worker flagging traffic struck and killed by motor vehicle.,unknown,unknown
3/23/2016,swainsboro,GA,Worker struck and killed by collapsing patio roof.,unknown,unknown
3/23/2016,plains,TX,Worker surveying on roadside struck and killed by motor vehicle.,unknown,unknown
3/23/2016,quincy,IL,Worker killed in flash fire ignited while transferring diesel fuel from storage tank.,unknown,unknown
3/23/2016,wichita,KS,Worker fatally crushed by forklift.,unknown,unknown
3/23/2016,richmond,IN,Worker fatally crushed by scrap metal bailer.,unknown,unknown
3/22/2016,pound,VA,Worker struck and killed by bulldozer.,unknown,unknown
3/22/2016,long beach,CA,Worker fatally crushed between crane and boom dolly.,unknown,unknown
3/22/2016,benton harbor,MI,Operator fatally cryshed crushed by tree.,unknown,unknown
3/22/2016,ridley park,PA,Worker struck and killed by garbage truck.,unknown,unknown
3/22/2016,long beach township,NJ,Worker picking up traffic cones struck and killed by motor vehicle.,unknown,unknown
3/22/2016,atlanta,GA,Worker died after becoming trapped inside walk-in freezer.,unknown,unknown
3/21/2016,north liberty,IA,Worker performing crossing guard duties struck and killed by motor vehicle.,unknown,unknown
3/21/2016,austin,TX,Worker drowned when lawn mower flipped over into drainage ditch.,unknown,unknown
3/21/2016,st. clair shores,MI,Worker trimming trees killed when lift truck boom bucket tipped over.,unknown,unknown
3/21/2016,brazil,IN,Worker electrocuted when bucket truck contacted power line.,unknown,unknown
3/21/2016,woodlands,TX,Worker killed in fall from ladder.,unknown,unknown
3/21/2016,garden city,TX,Three workers hospitalized after well explosion.,unknown,unknown
3/20/2016,fort littleton,PA,Worker fatally shot by armed robber.,unknown,unknown
3/20/2016,canton,OH,Worker asphyxiated in confined space of elevator motor control room.,unknown,unknown
3/20/2016,walthill,NE,Worker flagging traffic in construction zone struck and killed by motor vehicle.,unknown,unknown
3/19/2016,hohenwald,TN,Worker struck and killed by falling tree.,unknown,unknown
3/19/2016,millington,TN,Worker fatally crushed between bucket and dozer while sliding timbers under .,unknown,unknown
3/19/2016,sergeant bluff,IA,Worker asphyxiated in oxygen deficient atmosphere of storage tank.,unknown,unknown
3/19/2016,bossier city,LA,Worker killed in fall from scaffold platform.,unknown,unknown
3/18/2016,port allen,LA,Worker drowned after falling from barge.,unknown,unknown
3/17/2016,los angeles,CA,Worker killed in fall from building.,unknown,unknown
3/17/2016,savannah,GA,Worker died from blunt force trauma suffered while spraying foam insulation.,unknown,unknown
3/17/2016,troy,AL,Worker struck and killed by tractor.,unknown,unknown
3/17/2016,abbeville,LA,Worker killed in fall from roof.,unknown,unknown
3/17/2016,seymour,IA,Worker fatally crushed by tractor.,unknown,unknown
3/17/2016,seymour,IA,Worker fatally crushed after being pinned under tractor by block.,unknown,unknown
3/17/2016,gainesville,VA,Worker killed in fall through floor opening.,unknown,unknown
3/16/2016,shiprock,NM,Two workers killed in motor vehicle collision.,unknown,unknown
3/16/2016,prosser,NE,Worker killed after becoming entangled in grain bin auger.,unknown,unknown
3/16/2016,okeechobee,FL,Worker drowned when front end loader flipped into canal.,unknown,unknown
3/16/2016,douglasville,GA,Woker killed in fall from roof.,unknown,unknown
3/16/2016,bolingbrook,IL,Worker struck and killed by semi-trailer truck.,unknown,unknown
3/15/2016,mequon,WI,Worker died after becoming entangled in lathe.,unknown,unknown
3/15/2016,kansas city,MO,Worker electrocuted while working on light.,unknown,unknown
3/14/2016,hartford,IN,Worker killed after falling into wood chipper.,unknown,unknown
3/14/2016,lenexa,KS,Worker killed while moving boxes with manual pallet jack.,unknown,unknown
3/14/2016,roy,NM,Two workers struck and killed by DOT road maintenance truck.,unknown,unknown
3/14/2016,harrisburg,NC,Worker struck and killed by vehicle.,unknown,unknown
3/13/2016,niskayuna,NY,Worker killed in fall from roof.,unknown,unknown
3/13/2016,saipan,MP,Worker killed in fall down elevator shaft.,unknown,unknown
3/13/2016,lynchburg,VA,Worker struck and killed by boom truck.,unknown,unknown
3/12/2016,indianapolis,IN,Worker fatally shot during store robbery.,unknown,unknown
3/12/2016,thermal,CA,Workers electrocuted by power line while pollinating palm trees.,unknown,unknown
3/11/2016,middlebury,VT,Worker flagging traffic struck and killed by utility truck.,unknown,unknown
3/11/2016,elizabeth,NJ,Worker killed in fall into pit.,unknown,unknown
3/11/2016,forest falls,CA,Worker fatally crushed by fireplace that collapsed during restoration.,unknown,unknown
3/10/2016,seymour,IN,Worker died from self-inflicted gunshot wound after fatally shooting supervisor.,unknown,unknown
3/10/2016,springfield,OH,Worker killed in fall from roof.,unknown,unknown
3/10/2016,hamilton,OH,Worker making repairs to truck fatally crushed by rear axle.,unknown,unknown
3/10/2016,orlando,FL,Worker electrocuted while removing cover from sign when aerial lift contacted power source.,unknown,unknown
3/9/2016,lawton,OK,Worker fatally cruashed between concrete truck and wall.,unknown,unknown
3/9/2016,jacksonville,FL,Worker fatally shot by another employee.,unknown,unknown
3/9/2016,sutherland,NE,Worker killed in fall from scaffolding.,unknown,unknown
3/9/2016,nashville,TN,Worker killed in fall down elevator shaft.,unknown,unknown
3/9/2016,hart,TX,Worker struck and killed by front end loader.,unknown,unknown
3/8/2016,summerfield,NC,Worker struck and killed by excavator counterweight.,unknown,unknown
3/7/2016,santa fe springs,CA,Worker killed in structure fire.,unknown,unknown
3/7/2016,orange park,FL,Worker died from self-inflicted gunshot wound.,unknown,unknown
3/5/2016,los angeles,CA,Worker killed in fall through roof opening.,unknown,unknown
3/5/2016,henderson,KY,Worker fatally crushed by casting press die.,unknown,unknown
3/5/2016,jurupa valley,CA,Worker struck and killed by motor vehicle.,unknown,unknown
3/4/2016,saint meinrad,IN,Worker killed when head struck corner of router table.,unknown,unknown
3/4/2016,mc calla,AL,Worker fatally crushed between two machine dies.,unknown,unknown
3/3/2016,key biscayne,FL,Worker pressure washing residential roof killed in fall.,unknown,unknown
3/3/2016,tampa,FL,Worker drowned when lawn mower fell into lake.,unknown,unknown
3/2/2016,dover,AR,Worker fatally crushed by crane boom.,unknown,unknown
3/2/2016,martinsville,IN,Worker fatally crushed between two vehicles.,unknown,unknown
3/2/2016,knoxville,AL,Worker fatally crushed between water truck and milling machine.,unknown,unknown
3/2/2016,dallas,TX,Worker fatally crushed between truck and wall.,unknown,unknown
3/1/2016,st. hays,KS,Two workers killed in trench collapse.,unknown,unknown
3/1/2016,riverhead,NY,Worker killed in fall from bulldozer.,unknown,unknown
