incident_date,city,state,description,plan,citation
9/11/2014,johnstown,ny,Worker electrocuted when boom lift contacted power lines.,unknown,unknown
9/10/2014,somerville,ma,Worker killed in fall from ladder.,unknown,unknown
9/10/2014,mannsville,ok,Worker struck and killed by tubing.,unknown,unknown
9/10/2014,claypool,in,Worker killed in fall into pit.,unknown,unknown
9/10/2014,new iberia,la,Worker struck and killed by pipe being offloaded from barge by crane.,unknown,unknown
9/10/2014,west rutland,vt,Worker struck and killed by falling tree..,unknown,unknown
9/10/2014,sand springs,ok,Worker struck and killed by trash truck.,unknown,unknown
9/10/2014,columbus,oh,Plant manager died after being engulfed in sand bin.,unknown,unknown
9/9/2014,advance,nc, Worker struck and killed by vehicle.,unknown,unknown
9/9/2014,waipahu,hi,Worker killed in fall when scissor lift toppled over.,unknown,unknown
9/8/2014,caledonia,mi,Worker struck and killed by construction equipment.,unknown,unknown
9/8/2014,dubois,wy,Worker fatally injured by bear.,unknown,unknown
9/8/2014,albright,wv,Worker fell and suffered fatal head injury after striking pipe.,unknown,unknown
9/7/2014,lexington,ok,Worker struck and killed by truck that fell from forklift.,unknown,unknown
9/7/2014,detroit,mi,Three workers hospitalized when vehicle overturned.,unknown,unknown
9/6/2014,naples,fl,Two workersperforming tree trimming operations electrocuted when ladder contacted power line. ,unknown,unknown
9/6/2014,bridgeton,mo,Worker fatally crushed between inclined table and stationary rail.,unknown,unknown
9/5/2014,detroit,mi, Worker struck and killed by vehicle.,unknown,unknown
9/5/2014,urbana,il,Roof worker died from heat exposure.,unknown,unknown
9/5/2014,denver,co,Worker fatally crushed by hydraulic ram.  ,unknown,unknown
9/5/2014,des plaines,il,Four masonry workers hospitalized after wall collapse on them.,unknown,unknown
9/5/2014,elmont,ny,Worker killed in fall from horse.,unknown,unknown
9/5/2014,new albany,in,Worker struck and killed by falling pulley.,unknown,unknown
9/5/2014,detroit,mi,Airport baggage handler struck and killed by vehicle.,unknown,unknown
9/4/2014,jacksonville,fl,Worker drowned when ATV became submerged in retention pond. ,unknown,unknown
9/4/2014,aurora,il,Three workers hospitalized with gun shot wounds suffered during robbery attempt.,unknown,unknown
9/4/2014,ankeny,ia,Worker killed in fall from ceiling trusses.,unknown,unknown
9/4/2014,atlanta,ga,Worker killed in fall from roof.,unknown,unknown
9/4/2014,aztec,nm,Worker killed in fall from oil derrick.,unknown,unknown
9/3/2014,st. cloud,mn,Worker died of complications from hand amputation after suffering cutting torch burn.,unknown,unknown
9/3/2014,tompkinsville,ky,Worker killed in motor vehicle collision.,unknown,unknown
9/3/2014,chicago,il,Worker killed in fall through floor hole.,unknown,unknown
9/3/2014,clinton township,mi,Worker electrocuted when dumpster box on truck bed contacted overhead power line.,unknown,unknown
9/2/2014,san jose,ca,Worker killed in fall from ladder.,unknown,unknown
9/2/2014,los angeles,ca,Worker killed in fall when temporary flooring collapsed.,unknown,unknown
9/2/2014,cranford,nj,Worker killed in fall from roof.,unknown,unknown
9/2/2014,stockton,ca,Worker killed when truck went over embankment.,unknown,unknown
9/2/2014,garland,tx,Worker electrocuted when truck-mounted aerial lift contacted overhead power line.,unknown,unknown
9/2/2014,warsaw,nc,Worker struck and killed by falling roof panel.,unknown,unknown
9/2/2014,mccamey,tx,Worker struck and killed by falling flare stack.,unknown,unknown
9/1/2014,montauk,ny,Owner drowned after falling from dock.,unknown,unknown
9/1/2014,la belle,mo,Worker killed in fall from stepladder.,unknown,unknown
8/31/2014,toppenish,wa,Worker fatally crushed between tractor and trailer.,unknown,unknown
8/30/2014,christiansburg,va,Worker struck and killed by forklift basket when the vehicle tipped over.,unknown,unknown
8/30/2014,miami,fl,Worker struck and killed by tow truck.,unknown,unknown
8/29/2014,miramar,fl,Worker struck and killed by motor vehicle.,unknown,unknown
8/29/2014,clovis,ca,Worker fatally crushed by crossbars on skid steer.,unknown,unknown
8/29/2014,albion,ny,Migrant worker irrigating tomato field fatally crushed between two farm trucks.,unknown,unknown
8/28/2014,dedham,me,Worker in aerial lift struck and killed by falling tree.,unknown,unknown
8/28/2014,miami,fl,Worker electrocuted by energized wire.,unknown,unknown
8/28/2014,chicago,il,Home help worker fatally stabbed.,unknown,unknown
8/28/2014,new castle,de,Worker fatally crushed between skid loader and dump truck.,unknown,unknown
8/28/2014,west valley city,ut,Worker crushed by press frame.,unknown,unknown
8/28/2014,dallas,tx,Worker killed in fall from hoist.,unknown,unknown
8/28/2014,georgetown,id,Two workers asphyxiated in oxygen-deficient manhole. ,unknown,unknown
8/27/2014,aberdeen,nj,Worker struck and killed by motor vehicle.,unknown,unknown
8/27/2014,las cruces,nm,Fourworkers killed in plane crash while transportng patient.,unknown,unknown
8/27/2014,jetersville,va,Worker electrocuted when crane contacted overhead power line.,unknown,unknown
8/26/2014,camden,nj,Worker in bucket of work platform truck struck and killed  by tractor trailer.,unknown,unknown
8/26/2014,la porte,tx,Worker struck and killed by rail car.,unknown,unknown
8/26/2014,omaha,ne,Worker shot and killed while filming armed robbery.,unknown,unknown
8/26/2014,chickasha,ok,Two workers struck and killed by motor vehicle.,unknown,unknown
8/25/2014,scottsdale,az,Worker troubleshooting pump problem in sewage lift station killed by toxic atmosphere.,unknown,unknown
8/25/2014,honolulu,hi,Worker fatally crushed between forklift and warehouse pallet rack.,unknown,unknown
8/25/2014,plainfield,ct,Worker struck and killed by rail car.,unknown,unknown
8/25/2014,jackson,mi,Worker fatally crushed by metal guard being fabricated by shot blast machine.,unknown,unknown
8/25/2014,white hills,az,Worker fatally shot while giving firing instructions.,unknown,unknown
8/25/2014,rumford,me,Worker killed in fall from bridge crane.,unknown,unknown
8/25/2014,agar,sd,Employer killed in ATV crash.,unknown,unknown
8/25/2014,granite city,il,Two workers killed in explosion of stored mortar shells and mines.,unknown,unknown
8/25/2014,hammondsport,ny,Worker electrocuted when dump truck contacted overhead power lines. ,unknown,unknown
8/24/2014,signal hill,ca,Worker fatally crushed when steel grate fell on him.,unknown,unknown
8/23/2014,franklin,oh,Worker killed in fall from roof.,unknown,unknown
8/23/2014,curtis bay,md,Worker removing ceiling panels killed in fall.,unknown,unknown
8/23/2014,millersville,md,Worker installing ceiling panels killed in fall.,unknown,unknown
8/22/2014,fowler,in,Worker struck and killed by tire that exploded during inflation.,unknown,unknown
8/22/2014,lagrange,ga,Worker fatally injured by lawn mower.,unknown,unknown
8/22/2014,memphis,tn,Worker killed in fall from manlift.,unknown,unknown
8/21/2014,campbellsville,ky,Two workers electrocuted after contacting overhead powerlines. ,unknown,unknown
8/21/2014,cleveland,oh,Worker killed when his clothes were caught in milling machine.,unknown,unknown
8/21/2014,chestertown,md,Worker conducting traffic flagging operations struck and killed by motor vehicle.,unknown,unknown
8/21/2014,butler,in,Worker killed when tractor struck safety rail.,unknown,unknown
8/21/2014,silver spring,md,Worker at residential construction site killed in fall from roof.,unknown,unknown
8/21/2014,houston,tx,Worker struck and killed by flying debris in explosion. ,unknown,unknown
8/21/2014,loco hills,nm,Worker electrocuted when aerial lift contacted power line.,unknown,unknown
8/21/2014,channelview,tx,Worker died after being caught between pipe and cabinet.,unknown,unknown
8/21/2014,saint petersburg,fl,Heavy equipment operator crushed when roller overturned.,unknown,unknown
8/20/2014,colorado,tx,Two workers electrocuted after contacting overhead power lines.,unknown,unknown
8/20/2014,camarillo,ca,Worker killed when tractor went into watershed ditch.,unknown,unknown
8/20/2014,kilauea,hi,Worker killed after becoming pinned under lawnmower.,unknown,unknown
8/19/2014,north richland hills,tx,Worker electrocuted while installing HVAC unit.,unknown,unknown
8/18/2014,sarasota,fl,Worker painting road struck and killed by truck.   ,unknown,unknown
8/18/2014,san antonio,tx,Worker fatally engulfed when stack of sand bags collapsed.,unknown,unknown
8/18/2014,la puente,ca,Worker struck and killed by vehicle.,unknown,unknown
8/18/2014,watertown,ny,Worker fataly crushed by metal lathe.,unknown,unknown
8/17/2014,milwaukee,wi,Owner killed in fall from step-ladder.,unknown,unknown
8/17/2014,kalispell,mt,Worker killed in fall from ladder.,unknown,unknown
8/16/2014,south bay,fl,Worker drowned when bulldozer became submerged in water hole.,unknown,unknown
8/15/2014,eldersburg,md,Worker performing maintenance killed when vehicle fell from jack.,unknown,unknown
8/15/2014,eldersburg,md,Worker struck and killed by car that fell from jack stand.,unknown,unknown
8/15/2014,tampa,fl,Worker killed in fall from step ladder.,unknown,unknown
8/15/2014,provo,ut,Worker electrocuted while conducting HVAC work.,unknown,unknown
8/15/2014,atlantic city,nj,Worker performing maintenance on elevator roof fatally crushed by counterweights.,unknown,unknown
8/14/2014,sells,az,Landscaping worker struck and killed by lightning.,unknown,unknown
8/14/2014,hamilton,ms,Worker drowned in waste water pond after being pinned under dredge machine.,unknown,unknown
8/13/2014,sumner,tx,Worker killed in explosion.,unknown,unknown
8/13/2014,springdale,ar,Worker operating under trailer killed when axle fell.,unknown,unknown
8/13/2014,farmington,ut,Worker crushed by vehicle while responding to track collision.,unknown,unknown
8/13/2014,lenoir,nc,Worker struck and killed by tree.,unknown,unknown
8/13/2014,nome,ak,Worker died while conducting diving operations. ,unknown,unknown
8/13/2014,bethesda,oh,Worker killed in fall from ceiling rafters.,unknown,unknown
8/13/2014,brookings,sd,Worker killed in fall from scaffold.,unknown,unknown
8/13/2014,mendota,ca,Worker killed when service truck rolled into canal.,unknown,unknown
8/12/2014,tioga,tx,Worker killed after contacting circular saw.,unknown,unknown
8/12/2014,pittsburg,ks,Worker killed in fireworks storage container fire. ,unknown,unknown
8/12/2014,anaheim,ca,Worker killed in fall from bus stairs.,unknown,unknown
8/12/2014,henderson,tx,Worker killed in explosion when mulcher struck natural gas line.,unknown,unknown
8/11/2014,snoqualimie pass,wa,Worker killed in fall from ladder.,unknown,unknown
8/11/2014,crossett,ar,Worler killed after becoming caught in paper rolling machine.  ,unknown,unknown
8/11/2014,brawley,ca,Worker driving tractor killed in vehicle collision.,unknown,unknown
8/11/2014,rockaway,ny,Worker killed in fall from roof.,unknown,unknown
8/11/2014,salinas,ca,Worker fatally crushed when forklift tipped over.,unknown,unknown
8/11/2014,augusta,ga,Worker killed when waste vehicle rolled off embankment.  ,unknown,unknown
8/10/2014,encino,ca,Worker electrocuted.,unknown,unknown
8/10/2014,stockton,il,Worker killed in fall from communications tower.,unknown,unknown
8/9/2014,stoneville,nc,Worker struck and killed by tractor trailer.,unknown,unknown
8/9/2014,chandler,in,Worker struck and killed by log that rolled off truck.,unknown,unknown
8/8/2014,burnsville,nc,Worker struck and killed by falling tree.,unknown,unknown
8/8/2014,junction,tx,Worker killed in fall from manlift.,unknown,unknown
8/8/2014,placenta,ca,Landscape worker drowned in pool.,unknown,unknown
8/8/2014,austin,tx,Worker struck and killed by broken slegehammer piece.,unknown,unknown
8/8/2014,lakeside-marblehead,oh,Worker struck and killed by front-end loader.,unknown,unknown
8/7/2014,dallas,tx,Worker crushed and killed when forklift jack slipped. ,unknown,unknown
8/7/2014,williston,vt,Three workers hospitalized in building collapse.,unknown,unknown
8/7/2014,pomeroy,wa,Worker killed when dump truck ran off road.,unknown,unknown
8/7/2014,saint louis,mo,Fourworkers hospitalized for burns from propane tank explosion.,unknown,unknown
8/7/2014,hopkinsville,ky,Worker killed in fall from roof.,unknown,unknown
8/6/2014,houston,tx,Worker fatally crushed by excavator bucket.,unknown,unknown
8/6/2014,arlington,va,Worker killed when log rolled on to him from truck.,unknown,unknown
8/6/2014,new carlisle,in,Worker struck and killed by falling debris.,unknown,unknown
8/6/2014,village mills,tx,Three workers electrocuted when scaffold contacted power line.,unknown,unknown
8/5/2014,ham lake,mn,Worker died after being stung by wasp.,unknown,unknown
8/5/2014,houston,tx,Worker killed in fall from airport shuttle track.,unknown,unknown
8/5/2014,niles,oh,Worker killed after becoming caught in aluminum extrusion press. ,unknown,unknown
8/5/2014,stanley,nd,Worker fatally crushed by load on flatbed trailer.,unknown,unknown
8/5/2014,bronx,ny,Worker fatally crushed by electrical panel.,unknown,unknown
8/5/2014,indianapolis,in,Worker trimming trees struck and killed by branch.,unknown,unknown
8/4/2014,elmendorf,tx,Worker killed when utility vehicle flipped over.,unknown,unknown
8/4/2014,carlisle,pa,Worker fatally crushed between two tractor trailers.,unknown,unknown
8/4/2014,bleecher city,il,Worker killed in fall from roof.,unknown,unknown
8/4/2014,bensalem,pa,Worker performing maintenance killed when vehicle fell from jacks.  ,unknown,unknown
8/4/2014,nacogdoches,tx,Worker electrocuted while installing new pump motor. ,unknown,unknown
8/4/2014,bartlett,tn, Worker killed when mowing tractor rolled over.,unknown,unknown
8/4/2014,bartlett,tn,Worker killed when mowing tractor turned over. ,unknown,unknown
8/4/2014,caldwell,id,Worker killed in fall from man basket.,unknown,unknown
8/4/2014,grand prairie,tx,Worker killed in vehicle collision.,unknown,unknown
8/4/2014,federalsburg,md,Worker struck and killed by tractor trailer.,unknown,unknown
8/4/2014,grifton,nc,Worker fatally crushed by forklift.  ,unknown,unknown
8/2/2014,salt lake city,ut,Worker fatally crushed by freight elevator.,unknown,unknown
8/2/2014,las vegas,nv,Worker died from exposure to ethanol vapor in tanker rail car. ,unknown,unknown
8/1/2014,marinette,wi,Worker fatally crushed between basket of ariel lift and scissor lift.,unknown,unknown
8/1/2014,port saint joe,fl,Worker electrocuted when fishing net contacted power line.,unknown,unknown
8/1/2014,chandler,az,Worker electrocuted while replacing light fixture ballast.,unknown,unknown
7/31/2014,bickmore,wv,Tree care worker electrocuted when power line contacted chain link fence.,unknown,unknown
7/31/2014,santa fe springs,ca,Worker fatally crushed by heavy machinery.,unknown,unknown
7/31/2014,panaca,nv,Worker struck and killed by vehicle backing up.,unknown,unknown
7/31/2014,panaca,nv,Worker struck and killed by truck backing up.  ,unknown,unknown
7/31/2014,barnesville,pa,Worker performing flagging duties struck and killed by vehicle.,unknown,unknown
7/31/2014,artesia,nm,Worker struck and killed by pipe being unloaded from truck.,unknown,unknown
7/31/2014,arlington,tx,Worker killed in fall from ladder.,unknown,unknown
7/30/2014,port charlotte,fl,Worker struck and killed by vehicle.,unknown,unknown
7/30/2014,artesia,nm,Worker asphyxiated by hydrogen sulfide from ruptured pipeline.,unknown,unknown
7/30/2014,ocala,fl,Worker killed in fall from bucket lift.,unknown,unknown
7/30/2014,south burlington,vt,Worker struck and killed by oncoming traffic.,unknown,unknown
7/30/2014,westport,wa,Worker killed in fall.,unknown,unknown
7/30/2014,fresno,ca,Worker killed in vehicle collision.,unknown,unknown
7/29/2014,waxhaw,nc,Worker run over and killed after falling off back of truck.,unknown,unknown
7/29/2014,las vegas,nv,Worker killed by falling forklift part.,unknown,unknown
7/29/2014,san marcos,tx,Worker asphyxiated by exhaust from gasoline-powered pump. ,unknown,unknown
7/28/2014,moss point,ms,Worker killed in tank explosion. ,unknown,unknown
7/28/2014,garrett,in,Worker struck and killed by crane.,unknown,unknown
7/28/2014,tallahassee,fl,Worker killed by fallen hoist.,unknown,unknown
7/28/2014,frankin,mn,Worker electrocuted by power line.,unknown,unknown
7/28/2014,old forge,pa,Worker killed in fall.,unknown,unknown
7/28/2014,stone mountain,ga,Worker killed when equipment rolled over him.,unknown,unknown
7/27/2014,port arthur,tx,Worker electrocuted by generator.,unknown,unknown
7/27/2014,winder,ga,Worker killed in fall down manhole.,unknown,unknown
7/27/2014,naperville,il,Worker electrocuted while installing lighting. ,unknown,unknown
7/27/2014,atlanta,ga,Worker struck and killed by vehicle hood knocked off by jet blast.,unknown,unknown
7/26/2014,napoleon,nd,Worker fatally engulfed after falling into grain bin. ,unknown,unknown
7/26/2014,henderson,nv,Worker killed in fall through skylight.  ,unknown,unknown
7/25/2014,buffalo,ny,Worker killed when automobile fell on him.,unknown,unknown
7/25/2014,gainesville,va,Worker killed in fall through floor opening.,unknown,unknown
7/25/2014,hialeah,fl,Worker electrocuted after contacting live wire. ,unknown,unknown
7/25/2014,counce,tn,Worker struck and killed by forklift.,unknown,unknown
7/24/2014,framingham,ma,Worker died after falling from stairwell.,unknown,unknown
7/24/2014,martinsville,in,Worker electrocuted when boom on truck contacted live wire.   ,unknown,unknown
7/24/2014,boston,ma,Worker killed in fall from ladder.,unknown,unknown
7/24/2014,kansas city,mo,Worker killed in fall from roof.,unknown,unknown
7/24/2014,fremont,oh,Worker struck and killed by car engine radiator fan. ,unknown,unknown
7/24/2014,cedar springs,ga,Employee struck and killed by powered industrial truck.,unknown,unknown
7/24/2014,buffalo,ny,Worker killed in fall from roof.,unknown,unknown
7/24/2014,dighton,ks,Worker struck and killed by metal tong arm that slipped loose while holding pipe.,unknown,unknown
7/24/2014,miami,fl,Worker electrocuted when boom truck contacted overhead power lines.,unknown,unknown
7/24/2014,fort bragg,nc,Worker killed in trench cave-in.,unknown,unknown
7/23/2014,chelan,wa,Worker killed in helicopter crash.,unknown,unknown
7/23/2014,washington,in,Worker struck and killed by tree limb.,unknown,unknown
7/23/2014,brooksville,fl,Worker killed after being pinned between front end loader and truck.,unknown,unknown
7/23/2014,boardman,or,Worker crushed by truck pulling rumble machine.,unknown,unknown
7/23/2014,gorman,ca,Worker struck and killed by truck.,unknown,unknown
7/23/2014,lakeland,fl,Worker struck and killed by motor vehicle.,unknown,unknown
7/23/2014,sugar land,tx,Worker installing a light post electrocuted after contacting live wire. ,unknown,unknown
7/23/2014,tallahassee,fl,Worker killed in fall from roof.  ,unknown,unknown
7/23/2014,brookhaven,ms,Worker killed in fall from scaffold.,unknown,unknown
7/23/2014,evansville,in,Worker killed in motor vehicle collision.,unknown,unknown
7/23/2014,new canaan,ct,Worker struck and killed by motor vehicle.,unknown,unknown
7/23/2014,cherry hill,nj,Worker installing roof killed in fall.,unknown,unknown
7/22/2014,hannibal,oh,Employee killed in motor vehicle collision.,unknown,unknown
7/22/2014,louisville,ky,Worker killed in fall from elevated platform. ,unknown,unknown
7/22/2014,rio rancho,nm,Worker killed in fall from scaffold.,unknown,unknown
7/22/2014,kansas city,mo,Worker killed in fall from bridge.,unknown,unknown
7/22/2014,alum bank,pa,Worker electrocuted when paving machine contacted overhead power line. ,unknown,unknown
7/22/2014,metamora,oh,Worker electrocuted by high voltage power line.,unknown,unknown
7/22/2014,echo,or,Worker backed over by machinery.,unknown,unknown
7/22/2014,hutchinson,ks,Worker struck and killed by trash truck. ,unknown,unknown
7/21/2014,bellevue,wa,Worker killed in fall through floor opening.,unknown,unknown
7/21/2014,sioux falls,sd,Worker struck and killed by falling manhole cover.,unknown,unknown
7/21/2014,booker,tx,Worker struck and killed by motor vehicle.,unknown,unknown
7/21/2014,kansas city,mo,Worker struck and killed by load that fell from truck storage area.,unknown,unknown
7/21/2014,fort lauderdale,fl,Worker struck and killed by concrete joist.,unknown,unknown
7/20/2014,llc ashburn,va,Worker killed in fall through rooftop exhaust.  ,unknown,unknown
7/20/2014,las vegas,nv,Worker struck and killed by motor vehicle. ,unknown,unknown
7/18/2014,lawrence,ks,Worker repairing gutter electrocuted after contacing power line.,unknown,unknown
7/18/2014,morrisonville,ny,Worker crushed by load of  top soil from dump truck.,unknown,unknown
7/17/2014,philadelphia,pa,Worker killed in fall when ladder jack scaffold collapsed.,unknown,unknown
7/17/2014,pittsburg,pa,Worker waxing floor killed after slipping and striking his head.,unknown,unknown
7/17/2014,denver,co,Worker killed in fall from ladder at construction site.,unknown,unknown
7/17/2014,hartman way-canoga park,ca,Worker electrocuted after contacting energized line.,unknown,unknown
7/17/2014,saint augustine,fl,Worker electrocuted while wiring motor.,unknown,unknown
7/17/2014,camden,tn,Worker struck and killed by jack while working on forklift. ,unknown,unknown
7/17/2014,imperial,mo,Working struck and killed by structural beam.,unknown,unknown
7/17/2014,kent,oh,Worker struck and killed by motor vehicle.,unknown,unknown
7/17/2014,holdrege,ne,Working struck and killed by bucket that fell from excavator.,unknown,unknown
7/16/2014,sarasota,fl,Worker struck and killed by lightning. ,unknown,unknown
7/16/2014,tulsa,ok,Worker killed in motor vehicle collision. ,unknown,unknown
7/16/2014,brainerd,mn,Worker died from bee sting.,unknown,unknown
7/16/2014,louisville,ky,Worker killed in fall down unguarded elevator shaft.,unknown,unknown
7/16/2014,clearfield,ut,Worker died after falling onto powered hand tool drill bit.,unknown,unknown
7/15/2014,kings mountain,nc,Worker died after falling and hitting cross beam.,unknown,unknown
7/15/2014,williams,ca,Worker struck and killed by flying part.,unknown,unknown
7/15/2014,richmond,va,Worker died after falling against granite curb.  ,unknown,unknown
7/15/2014,new boston,tx,Worker run over and killed by truck.,unknown,unknown
7/15/2014,santa monica,ca,Worker electrocuted when boom lift contacted high voltage line.,unknown,unknown
7/14/2014,springfield,va,Worker installing signs electrocuted by arc from live junction box.,unknown,unknown
7/14/2014,laguna beach,ca,Worker drowned after falling into swimming pool.,unknown,unknown
7/14/2014,houston,tx,Worker electrocuted during remodeling work.,unknown,unknown
